occurrenceID	catalogNumber	institutionCode	recordedBy	individualCount	YE	MO	DA	eventDate	Country col.	countryCode	stateProvince	lat	lon	County	Locality col.	Elevation	geodeticDatum	coordinateUncertaintyInMeters	identifiedBy	typeStatus	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	Full name	taxonRank	Authorship	Other name
urn:catalog:UWP:BIGU:172440	172440	University of White Plains	Betancur J	1	2005	3	23	2005-3-23	Guatemala	GT	Petén	17.2160555	89.50767314	Flores	Margen del río Negro	170	WGS84	4698	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Tillandsia	clavigera		Tillandsia clavigera	Species	Mez	
urn:catalog:UWP:BIGU:176719	176719	University of White Plains	Betancur J	1	2005	3	23	2005-3-23	Guatemala	GT	Petén	17.2498352	-89.3719011	Flores	Margen izquierda del río Mutatá	170	WGS84	4698	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Vriesea	crenulipetala		Vriesea crenulipetala	Species	(Mez) L.B. Sm.	
urn:catalog:UWP:BIGU:179999	179999	University of White Plains	Cordero Z	1	2004	3	23	2004-3-23	Guatemala	GT	Petén	17.2362024	-90.8132570	San Andres	Punta Lanas, camino a Mecana	100	WGS84	41823	Cordero Z.		Plantae	Magnoliophyta	Equisetopsida	Poales	Eriocaulaceae	Paepalanthus	fasciculatus		Paepalanthus fasciculatus	Species	(Rottb.) Kunth	
urn:catalog:UWP:BIGU:166154	166154	University of White Plains	Betancur J	1	2003	3	24	2003-3-24	Guatemala	GT	Petén	17.7608007	-89.7571283	San Jose	Cerca de Pozohondo	370	WGS84	4087	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Tillandsia	paraensis		Tillandsia paraensis	Species	Mez	
urn:catalog:UWP:BIGU:171579	171579	University of White Plains	Vargas I	1	2010	3	24	2010-3-24	Guatemala	GT	Petén	17.6856769	-89.7169020	Flores	Páramo de Quilinsayaco	195	WGS84	1895	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Tillandsia			Tillandsia	Genus		
urn:catalog:UWP:BIGU:178806	178806	University of White Plains	Vargas I	1	2009	3	24	2009-3-24	Guatemala	GT	Petén	17.6714453	-90.3115491	San Andres	Río Rosario	90	WGS84	558	Posada A.		Plantae	Magnoliophyta	Equisetopsida	Poales	Poaceae	Luziola	subintegra		Luziola subintegra	Species	Swallen	
urn:catalog:UWP:BIGU:178807	178807	University of White Plains	Vargas I	1	2009	3	24	2009-3-24	Guatemala	GT	Petén	17.6750089	-90.6609383	San Andres	Río San Juan, debajo de Andagoya	90	WGS84	558	Posada A.		Plantae	Magnoliophyta	Equisetopsida	Poales	Poaceae	Paspalum	repens		Paspalum repens	Species	P.J. Bergius	
urn:catalog:UWP:BIGU:7238	7238	University of White Plains	Callejas R	1	1978	3	25	1978-3-25	Guatemala	GT	Petén	17.3668954	-90.1842826	San Andres	Quebrada El Edén	200	WGS84	826	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Aechmea	pubescens		Aechmea pubescens	Species	Baker	
urn:catalog:UWP:BIGU:7239	7239	University of White Plains	Callejas R	1	1978	3	25	1978-3-25	Guatemala	GT	Petén	17.373889.	0.17318494	San Andres	Quebrada El Mogote, acueducto	200	WGS84	826	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Aechmea	pubescens		Aechmea pubescens	Species	Baker	
urn:catalog:UWP:BIGU:173020	173020	University of White Plains	Betancur J	1	2001	3	25	2001-3-25	Guatemala	GT	Petén	17.2144686	-89.2224344	Melchor de Mencos	Boca de Monte, llanos de San Martín	514	WGS84	5044	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Vriesea	ospinae		Vriesea ospinae	Species	H. Luther	
urn:catalog:UWP:BIGU:193689	193689	University of White Plains	Betancur J	1	2001	3	25	2001-3-25	Guatemala	GT	Petén	17.2093543	-89.1636811	Melchor de Mencos	Between Dos Bocas Charcón	514	WGS84	5044	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Pitcairnia	macarenensis		Pitcairnia macarenensis	Species	L.B. Sm.	
urn:catalog:UWP:BIGU:193707	193707	University of White Plains	Betancur J	1	2001	3	25	2001-3-25	Guatemala	GT	Petén	17.1981666	-89.1936129	Melchor de Mencos	Base militar Juan Bará	514	WGS84	5044	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Aechmea	angustifolia		Aechmea angustifolia	Species	Poepp. & Endl.	
urn:catalog:UWP:BIGU:89115	89115	University of White Plains	Callejas R	1	1991	3	25	1991-3-25	Guatemala	GT	Petén	17.7888470	-90.0136721	San Andres	Carretera Santafé de Antioquia - Manglar	295	WGS84	703	Díaz O.		Plantae	Magnoliophyta	Equisetopsida	Poales	Eriocaulaceae	Paepalanthus	karstenii		Paepalanthus karstenii	Species	Ruhland	
urn:catalog:UWP:BIGU:193725	193725	University of White Plains	Vargas I	1	2001	3	25	2001-3-25	Guatemala	GT	Petén	17.2889942	-90.7805587	San Andres	Quebrada Aduche	514	WGS84	7819	Bernal R.		Plantae	Magnoliophyta	Equisetopsida	Poales	Poaceae	Paspalum			Paspalum	Genus		
urn:catalog:UWP:BIGU:173021	173021	University of White Plains	Betancur J	1	2001	3	26	2001-3-26	Guatemala	GT	Petén	17.7889854	-89.7606741	San Jose	Yuto - Jampapa, carretera Panamericana	514	WGS84	1219	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Tillandsia	fendleri		Tillandsia fendleri	Species	Griseb.	
urn:catalog:UWP:BIGU:173047	173047	University of White Plains	Betancur J	1	2001	3	26	2001-3-26	Guatemala	GT	Petén	17.7946672	-89.8800209	San Jose	Zaragoza - El Bagre	514	WGS84	1219	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Tillandsia	fendleri		Tillandsia fendleri	Species	Griseb.	
urn:catalog:UWP:BIGU:132922	132922	University of White Plains	Vargas I	1	1999	3	26	1999-3-26	Guatemala	GT	Petén	17.373889.	0.17318494	San Andres	Canteras de Cementos del Nare S.A.	368	WGS84	1861	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Greigia	vulcanica		Greigia vulcanica	Species	André	
urn:catalog:UWP:BIGU:187363	187363	University of White Plains	Vargas I	1	2012	3	26	2012-3-26	Guatemala	GT	Petén	17.6719406	-89.2924027	Melchor de Mencos	De Fomeque a Chingaza	500	WGS84	622	Díaz O.		Plantae	Magnoliophyta	Equisetopsida	Poales	Poaceae	Pariana	swallenii		Pariana swallenii	Species	R.C. Foster	
urn:catalog:UWP:BIGU:169303	169303	University of White Plains	Betancur J	1	2009	3	27	2009-3-27	Guatemala	GT	Petén	17.3435581	-90.5738697	San Andres	Camino río San Juan a San Antonio de Chamí	150	WGS84	1133	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Pepinia	rubiginosa		Pepinia rubiginosa	Species	(Baker) G.S. Varad. & Gilmartin	
urn:catalog:UWP:BIGU:157853	157853	University of White Plains	Betancur J	1	2004	3	27	2004-3-27	Guatemala	GT	Petén	17.6192178	-90.0253363	San Andres	Francia-Chipre	150	WGS84	1090	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Guzmania	lingulata		Guzmania lingulata	Species	(L.) Mez	
urn:catalog:UWP:BIGU:167878	167878	University of White Plains	Betancur J	1	2004	3	27	2004-3-27	Guatemala	GT	Petén	17.6573570	-90.8333603	San Andres	Genoy, finca Puiyitopamba	150	WGS84	1090	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Tillandsia	juncea		Tillandsia juncea	Species	(Ruiz & Pav.) Poir.	
urn:catalog:UWP:BIGU:167893	167893	University of White Plains	Betancur J	1	2004	3	27	2004-3-27	Guatemala	GT	Petén	17.6491547	-90.5991416	San Andres	Frente a báscula	150	WGS84	1090	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Tillandsia	myriantha		Tillandsia myriantha	Species	Baker	
urn:catalog:UWP:BIGU:171581	171581	University of White Plains	Vargas I	1	2010	3	27	2010-3-27	Guatemala	GT	Petén	17.7717835	-90.4537780	San Andres	Hacienda Quintero	189	WGS84	1838	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Guzmania	fosteriana		Guzmania fosteriana	Species	L.B. Sm.	
urn:catalog:UWP:BIGU:171582	171582	University of White Plains	Vargas I	1	2010	3	27	2010-3-27	Guatemala	GT	Petén	17.6714453	-90.3115491	San Andres	Granja Don Benito	191	WGS84	1219	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Vriesea	incurva		Vriesea incurva	Species	(Griseb.) Read	
urn:catalog:UWP:BIGU:171583	171583	University of White Plains	Vargas I	1	2010	3	27	2010-3-27	Guatemala	GT	Petén	17.6750089	-90.6609383	San Andres	Granja Montelindo	191	WGS84	1219	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Pitcairnia	meridensis		Pitcairnia meridensis	Species	Klotzsch ex Mez	
urn:catalog:UWP:BIGU:171588	171588	University of White Plains	Vargas I	1	2010	3	27	2010-3-27	Guatemala	GT	Petén	17.7172852	-90.3207015	San Andres	Hacienda El Cairo	191	WGS84	1219	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Tillandsia	complanata		Tillandsia complanata	Species	Benth.	
urn:catalog:UWP:BIGU:174922	174922	University of White Plains	Betancur J	1	2010	3	27	2010-3-27	Guatemala	GT	Petén	17.1524125	-90.1798023	San Andres	Plaza minorista	107	WGS84	557	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Cyperaceae	Eleocharis			Eleocharis	Genus		
urn:catalog:UWP:BIGU:193728	193728	University of White Plains	Vargas I	1	2001	3	27	2001-3-27	Guatemala	GT	Petén	17.2165865	-89.3084041	Melchor de Mencos	Bocas del río Pamá	514	WGS84	4633	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Poaceae	Orthoclada	laxa		Orthoclada laxa	Species	(Rich.) P. Beauv.	
urn:catalog:UWP:BIGU:193584	193584	University of White Plains	Betancur J	1	2004	3	28	2004-3-28	Guatemala	GT	Petén	17.1587754	-90.4551085	La Libertad	Barrio Oneti	170	WGS84	3522	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Mezobromelia	capituligera		Mezobromelia capituligera	Species	(Griseb.) J.R. Grant	
urn:catalog:UWP:BIGU:193617	193617	University of White Plains	Betancur J	1	2004	3	28	2004-3-28	Guatemala	GT	Petén	17.1793889	-90.8080889	La Libertad	Barrio Oneti margen izquierda del río Jella	170	WGS84	3522	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Mezobromelia	capituligera		Mezobromelia capituligera	Species	(Griseb.) J.R. Grant	
urn:catalog:UWP:BIGU:171409	171409	University of White Plains	Vargas I	1	2010	3	28	2010-3-28	Guatemala	GT	Petén	17.6573570	-90.8333603	San Andres	Genoy, finca Puiyitopamba	191	WGS84	1219	Díaz O.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Guzmania	sprucei		Guzmania sprucei	Species	(André) L.B. Sm.	
urn:catalog:UWP:BIGU:171410	171410	University of White Plains	Vargas I	1	2010	3	28	2010-3-28	Guatemala	GT	Petén	17.7216042	-90.0628680	San Andres	Hacienda El Guásimo	191	WGS84	1219	Díaz O.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Guzmania	sprucei		Guzmania sprucei	Species	(André) L.B. Sm.	
urn:catalog:UWP:BIGU:171584	171584	University of White Plains	Vargas I	1	2010	3	28	2010-3-28	Guatemala	GT	Petén	17.6971609	-90.6989102	San Andres	Hacienda Berlín	191	WGS84	1219	Díaz O.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Racinaea	tenuispica		Racinaea tenuispica	Species	(André) M.A. Spencer & L.B. Sm.	
urn:catalog:UWP:BIGU:171586	171586	University of White Plains	Vargas I	1	2010	3	28	2010-3-28	Guatemala	GT	Petén	17.7071268	-90.6904464	San Andres	Hacienda Costa Rica	191	WGS84	1219	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Racinaea	schumanniana		Racinaea schumanniana	Species	(Wittm.) J.R. Grant	
urn:catalog:UWP:BIGU:171587	171587	University of White Plains	Vargas I	1	2010	3	28	2010-3-28	Guatemala	GT	Petén	17.7125443	-90.3605317	San Andres	Hacienda Egipto	191	WGS84	1219	Díaz O.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Racinaea	crispa		Racinaea crispa	Species	(Baker) M.A. Spencer & L.B. Sm.	
urn:catalog:UWP:BIGU:171589	171589	University of White Plains	Vargas I	1	2010	3	28	2010-3-28	Guatemala	GT	Petén	17.7327602	-90.0826677	San Andres	Hacienda El Infierno, río Porce	191	WGS84	1219	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Tillandsia	confinis		Tillandsia confinis	Species	L.B. Sm.	
urn:catalog:UWP:BIGU:167466	167466	University of White Plains	Vargas I	1	2009	3	28	2009-3-28	Guatemala	GT	Petén	17.1730178	-89.4249882	Flores	Lote en las afueras del pueblo	230	WGS84	1016	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Tillandsia	archeri		Tillandsia archeri	Species	L.B. Sm.	
urn:catalog:UWP:BIGU:169042	169042	University of White Plains	Betancur J	1	2009	3	31	2009-3-31	Guatemala	GT	Petén	17.2255308	-90.9144835	La Libertad	Ciénaga El Llanito	240	WGS84	25332	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Aechmea	brevicollis		Aechmea brevicollis	Species	L.B. Sm.	
urn:catalog:UWP:BIGU:169304	169304	University of White Plains	Betancur J	1	2009	3	31	2009-3-31	Guatemala	GT	Petén	17.1963867	-90.3307486	La Libertad	Ciénaga de Tabacuru	240	WGS84	25332	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Neoregelia			Neoregelia	Genus		
urn:catalog:UWP:BIGU:169305	169305	University of White Plains	Betancur J	1	2009	3	31	2009-3-31	Guatemala	GT	Petén	17.2026134	90.46802374	La Libertad	Ciénaga de Tumaradó	240	WGS84	25332	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Guzmania	roezlii		Guzmania roezlii	Species	(E. Morren) Mez	
urn:catalog:UWP:BIGU:170796	170796	University of White Plains	Vargas I	1	2003	3	31	2003-3-31	Guatemala	GT	Petén	17.4666948	-89.9835948	San Andres	Carretera a Choachi	195	WGS84	945	Rivas A.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Pitcairnia	nigra		Pitcairnia nigra	Species	(Carrière) André	
urn:catalog:UWP:BIGU:168719	168719	University of White Plains	Vargas I	1	2005	3	31	2005-3-31	Guatemala	GT	Petén	17.4747725	-90.0649630	San Andres	Río Apaporis	230	WGS84	674	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Guzmania	pearcei		Guzmania pearcei	Species	(Baker) L.B. Sm.	
urn:catalog:UWP:BIGU:185936	185936	University of White Plains	Sánchez J	1	2011	3		2011-3-	Guatemala	GT	Petén	17.2080820	-89.4269513	Flores	Margen afluente del Higuerón	120	WGS84	250	Sánchez C.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Tillandsia			Tillandsia	Genus		
urn:catalog:UWP:BIGU:185937	185937	University of White Plains	Sánchez J	1	2011	3		2011-3-	Guatemala	GT	Petén	17.2160555	89.50767314	Flores	Margen del río Negro	120	WGS84	250	Sánchez C.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Aechmea			Aechmea	Genus		
urn:catalog:UWP:BIGU:185938	185938	University of White Plains	Sánchez J	1	2011	3		2011-3-	Guatemala	GT	Petén	17.2163016	-89.5768524	Flores	Margen derecha Samaná	120	WGS84	250	Sánchez C.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Aechmea			Aechmea	Genus		
urn:catalog:UWP:BIGU:186029	186029	University of White Plains	Sánchez J	1	2011	3		2011-3-	Guatemala	GT	Petén	17.1746187	-89.7160371	Flores	Macizo Renjifo	120	WGS84	250	Sánchez C.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae				Bromeliaceae	Family		
urn:catalog:UWP:BIGU:186090	186090	University of White Plains	Sánchez J	1	2011	3		2011-3-	Guatemala	GT	Petén	17.17703.	0.50947099	Flores	Maicao - Riohacha	120	WGS84	250	Sánchez C.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae				Bromeliaceae	Family		
urn:catalog:UWP:BIGU:186091	186091	University of White Plains	Sánchez J	1	2011	3		2011-3-	Guatemala	GT	Petén	17.2498352	-89.3719011	Flores	Margen izquierda del río Mutatá	120	WGS84	250	Sánchez C.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Aechmea			Aechmea	Genus		
urn:catalog:UWP:BIGU:123176	123176	University of White Plains	Vargas I	1	1998	3		1998-3-	Guatemala	GT	Petén	17.7243062	-89.3706422	Flores	Páramo de San Pedro, arriba de Totoró	240	WGS84	3016	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Racinaea	michelii		Racinaea michelii	Species	(Mez) M.A. Spencer & L.B. Sm.	
urn:catalog:UWP:BIGU:21067	21067	University of White Plains	Vargas I	1	1984	4	2	1984-4-2	Guatemala	GT	Petén	17.1746428	-90.1325820	San Andres	E de Popayán, camino a Coconuco	90	WGS84	1400	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Aechmea	germinyana		Aechmea germinyana	Species	(Carrière) Baker	
urn:catalog:UWP:BIGU:82522	82522	University of White Plains	Fonnegra R	1	1992	4	2	1992-4-2	Guatemala	GT	Petén	17.1981666	-89.1936129	Melchor de Mencos	Parque Zoológico Santa Fé	120	WGS84	8890	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Aechmea	veitchii		Aechmea veitchii	Species	Baker	
urn:catalog:UWP:BIGU:82523	82523	University of White Plains	Fonnegra R	1	1992	4	2	1992-4-2	Guatemala	GT	Petén	17.2093543	-89.1636811	Melchor de Mencos	Path from río San Juan to ridge	120	WGS84	8890	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Aechmea	veitchii		Aechmea veitchii	Species	Baker	
urn:catalog:UWP:BIGU:194365	194365	University of White Plains	Benavides A	1	2001	4	2	2001-4-2	Guatemala	GT	Petén	17.7946672	-89.8800209	San Jose	Loma As de Copas		WGS84	2224	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Aechmea	corymbosa		Aechmea corymbosa	Species	(Mart. ex Schult. & Schult. f.) Mez	
urn:catalog:UWP:BIGU:182602	182602	University of White Plains	Idárraga A	1	2011	4	2	2011-4-2	Guatemala	GT	Petén	17.5834395	-90.7827002	San Andres	Río Kubiyú, parte baja	250	WGS84	1232	Díaz O.		Plantae	Magnoliophyta	Equisetopsida	Poales	Juncaceae	Juncus	bufonius		Juncus bufonius	Species	L.	
urn:catalog:UWP:BIGU:111004	111004	University of White Plains	Idárraga A	1	1996	4	3	1996-4-3	Guatemala	GT	Petén	17.6971609	-90.6989102	San Andres	Hacienda Berlín	340	WGS84	2606	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Guzmania	lingulata		Guzmania lingulata	Species	(L.) Mez	
urn:catalog:UWP:BIGU:103108	103108	University of White Plains	Cardona F	1	1996	4	3	1996-4-3	Guatemala	GT	Petén	17.5260944	-90.8413581	San Andres	Río Claro, lado del camino hacia El Refugio	500	WGS84	3207	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Guzmania	lingulata		Guzmania lingulata	Species	(L.) Mez	
urn:catalog:UWP:BIGU:164163	164163	University of White Plains	Cárdenas D	1	2006	4	4	2006-4-4	Guatemala	GT	Petén	17.3537949	-89.8525556	San Jose	Santuario de Fauna y Flora Otún Quimbaya	130	WGS84	18064	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Pepinia	juncoides		Pepinia juncoides	Species	(L.B. Sm.) G.S. Varad. & Gilmartin	
urn:catalog:UWP:BIGU:182379	182379	University of White Plains	Trujillo P	1	2011	4	4	2011-4-4	Guatemala	GT	Petén	17.5678971	-89.8469622	San Jose	Soacha - Santandercito, Parque de Chicaque	365	WGS84	3792	Robles C.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Guzmania	lingulata		Guzmania lingulata	Species	(L.) Mez	
urn:catalog:UWP:BIGU:182380	182380	University of White Plains	Trujillo P	1	2011	4	4	2011-4-4	Guatemala	GT	Petén	17.5420846	-90.0802581	San Andres	Río Cuduyarí, sabana con arenisca de Yapobodá	417	WGS84	573	Robles C.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Tillandsia	clavigera		Tillandsia clavigera	Species	Mez	
urn:catalog:UWP:BIGU:182381	182381	University of White Plains	Trujillo P	1	2011	4	4	2011-4-4	Guatemala	GT	Petén	17.5483523	-90.2859345	San Andres	Río Dormilón	417	WGS84	573	Robles C.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Tillandsia	bulbosa		Tillandsia bulbosa	Species	Hook.	
urn:catalog:UWP:BIGU:82333	82333	University of White Plains	Fonnegra R	1	1992	4	4	1992-4-4	Guatemala	GT	Petén	17.7406602	-89.2999387	Melchor de Mencos	Bosque en el antiguo camino de herradura de Nutibara a Murrí	115	WGS84	2608	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Guzmania	angustifolia		Guzmania angustifolia	Species	(Baker) Wittm.	
urn:catalog:UWP:BIGU:166126	166126	University of White Plains	Betancur J	1	2003	4	5	2003-4-5	Guatemala	GT	Petén	17.563668.	0.10294211	San Andres	Finca San Germán	160	WGS84	2682	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Pitcairnia	atrorubens		Pitcairnia atrorubens	Species	(Beer) Baker	
urn:catalog:UWP:BIGU:166127	166127	University of White Plains	Betancur J	1	2003	4	5	2003-4-5	Guatemala	GT	Petén	17.5750230	-90.2552172	San Andres	Finca San Ignacio	160	WGS84	2682	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Pitcairnia	atrorubens		Pitcairnia atrorubens	Species	(Beer) Baker	
urn:catalog:UWP:BIGU:166155	166155	University of White Plains	Betancur J	1	2003	4	6	2003-4-6	Guatemala	GT	Petén	17.3668954	-90.1842826	San Andres	Campo Capote - Carare Opón	180	WGS84	927	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Tillandsia	complanata		Tillandsia complanata	Species	Benth.	
urn:catalog:UWP:BIGU:58625	58625	University of White Plains	Callejas R	1	1989	4	6	1989-4-6	Guatemala	GT	Petén	17.563668.	0.10294211	San Andres	Finca San Germán	359	WGS84	2080	Medina N.		Plantae	Magnoliophyta	Equisetopsida	Poales	Poaceae	Agrostis	subrepens		Agrostis subrepens	Species	(Hitchc.) Hitchc.	
urn:catalog:UWP:BIGU:58626	58626	University of White Plains	Callejas R	1	1989	4	6	1989-4-6	Guatemala	GT	Petén	17.5750230	-90.2552172	San Andres	Finca San Ignacio	359	WGS84	2080	Medina N.		Plantae	Magnoliophyta	Equisetopsida	Poales	Poaceae	Agrostis	subrepens		Agrostis subrepens	Species	(Hitchc.) Hitchc.	
urn:catalog:UWP:BIGU:58697	58697	University of White Plains	Callejas R	1	1989	4	6	1989-4-6	Guatemala	GT	Petén	17.5834395	-90.7827002	San Andres	Finca San Rafael	359	WGS84	2080	Medina N.		Plantae	Magnoliophyta	Equisetopsida	Poales	Poaceae	Agrostis	subrepens		Agrostis subrepens	Species	(Hitchc.) Hitchc.	
urn:catalog:UWP:BIGU:168354	168354	University of White Plains	Betancur J	1	2003	4	7	2003-4-7	Guatemala	GT	Petén	17.7377316	-90.8757190	San Andres	Sabana de Bogotá	178	WGS84	2832	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Guzmania	patula		Guzmania patula	Species	Mez & Wercklé	
urn:catalog:UWP:BIGU:168355	168355	University of White Plains	Betancur J	1	2003	4	7	2003-4-7	Guatemala	GT	Petén	17.7468511	-89.9212555	San Andres	Sabana de San Juan de Arama, hacienda Los Micos	178	WGS84	2832	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Guzmania	patula		Guzmania patula	Species	Mez & Wercklé	
urn:catalog:UWP:BIGU:91881	91881	University of White Plains	Fonnegra R	1	1994	4	10	1994-4-10	Guatemala	GT	Petén	17.5995834	-89.1693550	Melchor de Mencos	Planta de Barbosa	110	WGS84	8431	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Guzmania	lingulata		Guzmania lingulata	Species	(L.) Mez	
urn:catalog:UWP:BIGU:56997	56997	University of White Plains	Betancur J	1	1987	4	12	1987-4-12	Guatemala	GT	Petén	17.1746428	-90.1325820	San Andres	Porce, bosque de Tenche	108	WGS84	818	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Guzmania	angustifolia		Guzmania angustifolia	Species		
urn:catalog:UWP:BIGU:91604	91604	University of White Plains	Fonnegra R	1	1994	4	12	1994-4-12	Guatemala	GT	Petén	17.1464780	-90.1677987	San Andres	Plaza de mercado Rionegro	110	WGS84	8431	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Guzmania	glomerata		Guzmania glomerata	Species	Mez & Wercklé	
urn:catalog:UWP:BIGU:25154	25154	University of White Plains	Betancur J	1	1985	4	13	1985-4-13	Guatemala	GT	Petén	17.4077230	-89.7788009	San Jose	Serranía Carpintero		WGS84	1129	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Guzmania	angustifolia		Guzmania angustifolia	Species		
urn:catalog:UWP:BIGU:153340	153340	University of White Plains	Salinas N	1	2004	4	14	2004-4-14	Guatemala	GT	Petén	17.4558716	-89.7595814	San Jose	Jardín Tocarema	120	WGS84	3619	Salinas N.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Guzmania	graminifolia		Guzmania graminifolia	Species	(André ex Baker) L.B. Sm.	
urn:catalog:UWP:BIGU:181979	181979	University of White Plains	Idárraga A	1	2011	4	14	2011-4-14	Guatemala	GT	Petén	17.2889540	-90.6705137	La Libertad	Parque del Paredón	254	WGS84	1196	Díaz O.		Plantae	Magnoliophyta	Equisetopsida	Poales	Poaceae	Holcus	lanatus		Holcus lanatus	Species	L.	
urn:catalog:UWP:BIGU:173709	173709	University of White Plains	Vargas I	1	2005	4	16	2005-4-16	Guatemala	GT	Petén	17.4587080	-89.8569137	San Jose	Junín a Gama, río Rucio	180	WGS84	3987	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Racinaea	steyermarkii		Racinaea steyermarkii	Species	(L.B. Sm.) M.A. Spencer & L.B. Sm.	
