Cat. Numb.;University;Collector;No. of spec.;YE;MO;DA;Country col.;countryCode;stateProvince;lat;lon;County;Locality col.;Elevation;geodeticDatum;coordinate Uncertainty;identifiedBy;typeStatus;kingdom;phylum;class;order;family;genus;specificEpithet;infraspecificEpithet;Full name;taxonRank;Authorship;Other name
UWP:167671;University of Guatemala;Betancur J;1;2003;12;20;Guatemala;GT;Petén;17.4068536;-89.7857269;San Jose;Jardín de fabricato;135;WGS84;3619;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;testudinis;;Guzmania testudinis;Species;L.B. Sm. & Read;
UWP:167672;University of Guatemala;Betancur J;1;2003;12;20;Guatemala;GT;Petén;17.407723;-89.7788009;San Jose;Jardín del Hotel Mi Ranchito;135;WGS84;3619;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;testudinis;;Guzmania testudinis;Species;L.B. Sm. & Read;
UWP:167673;University of Guatemala;Betancur J;1;2003;12;20;Guatemala;GT;Petén;17.4491109;-89.7781666;San Jose;Jardín en casa de campo;135;WGS84;3619;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;testudinis;;Guzmania testudinis;Species;L.B. Sm. & Read;
UWP:167674;University of Guatemala;Betancur J;1;2003;12;21;Guatemala;GT;Petén;17.373889;0.17318494;San Andres;Quebrada El Mogote. acueducto;120;WGS84;994;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;lehmannii;;Pitcairnia lehmannii;Species;Baker;
UWP:167675;University of Guatemala;Betancur J;1;2003;12;21;Guatemala;GT;Petén;17.3786408;-90.7856679;San Andres;Quebrada Juanchico;120;WGS84;994;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;lehmannii;;Pitcairnia lehmannii;Species;Baker;
UWP:167676;University of Guatemala;Betancur J;1;2003;12;21;Guatemala;GT;Petén;17.3909348;-90.4900819;San Andres;Quebrada Las Perlas;120;WGS84;994;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;lehmannii;;Pitcairnia lehmannii;Species;Baker;
UWP:167677;University of Guatemala;Betancur J;1;2003;12;19;Guatemala;GT;Petén;17.3098632;-89.7846692;San Jose;Inspección El Capricho;135;WGS84;3619;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;sprucei;;Guzmania sprucei;Species;(André) L.B. Sm.;
UWP:167678;University of Guatemala;Betancur J;1;2003;12;19;Guatemala;GT;Petén;17.3187987;-89.9058103;San Jose;Inspección Remolino. caño Mata Matá;135;WGS84;3619;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;sprucei;;Guzmania sprucei;Species;(André) L.B. Sm.;
UWP:167680;University of Guatemala;Betancur J;1;2003;12;19;Guatemala;GT;Petén;17.3199281;-89.8991331;San Jose;Instituto Técnico Agrícola. predios y senderos;135;WGS84;3619;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;arcuata;;Pitcairnia arcuata;Species;(André) André;
UWP:167681;University of Guatemala;Betancur J;1;2003;12;19;Guatemala;GT;Petén;17.3537949;-89.8525556;San Jose;Jardín Colrosario;135;WGS84;3619;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;arcuata;;Pitcairnia arcuata;Species;(André) André;
UWP:167682;University of Guatemala;Betancur J;1;2003;12;19;Guatemala;GT;Petén;17.3857972;-89.8026203;San Jose;Jardín de cementerio;135;WGS84;3619;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;arcuata;;Pitcairnia arcuata;Species;(André) André;
UWP:167782;University of Guatemala;Vargas I;1;2008;7;28;Guatemala;GT;Petén;"6° 20' 3.120"" N";"75° 36' 18.650"" W";San Andres;Dos Caminos. finca El Carmen;200;WGS84;989;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Catopsis;sessiliflora;;Catopsis sessiliflora;Species;(Ruiz & Pav.) Mez;
UWP:167808;University of Guatemala;Betancur J;1;2003;12;21;Guatemala;GT;Petén;17.4072073;-90.0487179;San Andres;Quebrada Los Retiros;120;WGS84;994;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;brongniartiana;;Pitcairnia brongniartiana;Species;André;
UWP:167878;University of Guatemala;Betancur J;1;2004;3;27;Guatemala;GT;Petén;17.657357;-90.8333603;San Andres;Genoy. finca Puiyitopamba;150;WGS84;1090;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;juncea;;Tillandsia juncea;Species;(Ruiz & Pav.) Poir.;
UWP:167893;University of Guatemala;Betancur J;1;2004;3;27;Guatemala;GT;Petén;17.6491547;-90.5991416;San Andres;Frente a báscula;150;WGS84;1090;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;myriantha;;Tillandsia myriantha;Species;Baker;
UWP:168038;University of Guatemala;Tuberquia D;1;2005;2;25;Guatemala;GT;Petén;17.6569118;-89.6001739;Flores;Barrio El Dorado;236;WGS84;628;Betancur J.;;Plants;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;veitchii;;Aechmea veitchii;Species;Baker;
UWP:168146;University of Guatemala;Trujillo P;1;2009;1;30;Guatemala;GT;Petén;17.7216042;-90.062868;San Andres;Roadside in the city;32;WGS84;1530;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Catopsis;sessiliflora;;Catopsis sessiliflora;Species;(Ruiz & Pav.) Mez;
UWP:168171;University of Guatemala;Velásquez P;1;2009;5;24;Guatemala;GT;Petén;17.2144686;-89.2224344;Melchor de Mencos;Boca de Monte. llanos de San Martín;514;WGS84;1788;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;formosa;;Pitcairnia formosa;Species;L.B. Sm. & Betancur;
UWP:168242;University of Guatemala;Betancur J;1;2003;11;3;Guatemala;GT;Petén;17.2163016;-89.5768524;Flores;Cercanías a Bogotá;155;WGS84;956;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Vriesea;heterandra;;Vriesea heterandra;Species;(André) L.B. Sm.;
UWP:168243;University of Guatemala;Betancur J;1;2003;11;3;Guatemala;GT;Petén;17.2498352;-89.3719011;Flores;Cerro Astilleros;155;WGS84;956;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;squarrosa;;Guzmania squarrosa;Species;(Mez & Sodiro) L.B. Sm. & Pittendr.;
UWP:168244;University of Guatemala;Betancur J;1;2003;11;3;Guatemala;GT;Petén;17.2687234;-89.4401353;Flores;Cerro Bochica;155;WGS84;956;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;squarrosa;;Guzmania squarrosa;Species;(Mez & Sodiro) L.B. Sm. & Pittendr.;
UWP:168245;University of Guatemala;Betancur J;1;2003;11;3;Guatemala;GT;Petén;17.2856788;-89.4331085;Flores;Cerro de Monserrate;155;WGS84;956;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;fendleri;;Tillandsia fendleri;Species;Griseb.;
UWP:168246;University of Guatemala;Betancur J;1;2003;11;3;Guatemala;GT;Petén;17.2742442;-89.6102276;Flores;Cerro Cascadas;155;WGS84;956;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;squarrosa;;Guzmania squarrosa;Species;(Mez & Sodiro) L.B. Sm. & Pittendr.;
UWP:168254;University of Guatemala;Betancur J;1;2003;11;3;Guatemala;GT;Petén;17.3031449;89.37348775;Flores;Cerro de Santa Elena;155;WGS84;956;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Racinaea;spiculosa;;Racinaea spiculosa;Species;(Griseb.) M.A. Spencer & L.B. Sm.;
UWP:168256;University of Guatemala;Betancur J;1;2003;11;3;Guatemala;GT;Petén;17.3607576;-89.7366224;Flores;Cerro El Bita;155;WGS84;956;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;maidifolia;;Pitcairnia maidifolia;Species;(C. Morren) Decne. ex Planch.;
UWP:168257;University of Guatemala;Betancur J;1;2003;11;3;Guatemala;GT;Petén;17.3892055;-89.7275;Flores;Cerro El Bita. área del Jardín Botánico;155;WGS84;956;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;maidifolia;;Pitcairnia maidifolia;Species;(C. Morren) Decne. ex Planch.;
UWP:168258;University of Guatemala;Betancur J;1;2003;11;3;Guatemala;GT;Petén;17.4164849;-89.5979938;Flores;Cerro El Bita. Jardín Botánico;155;WGS84;956;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;maidifolia;;Pitcairnia maidifolia;Species;(C. Morren) Decne. ex Planch.;
UWP:168259;University of Guatemala;Betancur J;1;2003;11;4;Guatemala;GT;Petén;17.4459086;-89.6071467;Flores;Cerro El Campanario;;WGS84;2091;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;mitis;;Guzmania mitis;Species;L.B. Sm.;
UWP:168285;University of Guatemala;Betancur J;1;2003;11;3;Guatemala;GT;Petén;17.4543448;-89.6237693;Flores;Cerro El Capiro;155;WGS84;956;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;complanata;;Tillandsia complanata;Species;Benth.;
UWP:168299;University of Guatemala;Betancur J;1;2003;3;14;Guatemala;GT;Petén;17.2065912;-90.0783725;San Andres;Portachuelo;370;WGS84;2573;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;brevicollis;;Aechmea brevicollis;Species;L.B. Sm.;
UWP:168323;University of Guatemala;Betancur J;1;2003;3;19;Guatemala;GT;Petén;17.5228808;-89.3094777;Melchor de Mencos;Cruce carretera Cachipay - Anolaima;500;WGS84;3577;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Navia;caulescens;;Navia caulescens;Species;Mart. ex Schult. f.;
UWP:168354;University of Guatemala;Betancur J;1;2003;4;7;Guatemala;GT;Petén;17.7377316;-90.875719;San Andres;Sabana de Bogotá;178;WGS84;2832;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;patula;;Guzmania patula;Species;Mez & Wercklé;
UWP:168355;University of Guatemala;Betancur J;1;2003;4;7;Guatemala;GT;Petén;17.7468511;-89.9212555;San Andres;Sabana de San Juan de Arama. hacienda Los Micos;178;WGS84;2832;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;patula;;Guzmania patula;Species;Mez & Wercklé;
UWP:168393;University of Guatemala;Betancur J;1;2002;1;27;Guatemala;GT;Petén;17.4639024;-90.2841853;San Andres;Carretera a Barrancabermeja;328;WGS84;573;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Greigia;;;Greigia spp.;Genus;;Piñuela
UWP:168429;University of Guatemala;Galeano G;1;1980;11;15;Guatemala;GT;Petén;17.2260901;-90.3782295;San Andres;Camino a Juanacito;100;WGS84;1200;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;basincurva;;Pitcairnia basincurva;Species;L.B. Sm. & Betancur;
UWP:168430;University of Guatemala;Galeano G;1;1980;11;15;Guatemala;GT;Petén;17.2362024;-90.813257;San Andres;Camino a Murillo;100;WGS84;1200;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;basincurva;;Pitcairnia basincurva;Species;L.B. Sm. & Betancur;
UWP:168493;University of Guatemala;Betancur J;1;2002;1;27;Guatemala;GT;Petén;17.4306479;-90.1144083;San Andres;Carare Opón. Las Colonias;328;WGS84;573;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Puya;santosii;;Puya santosii;Species;Cuatrec.;Cardón
UWP:168494;University of Guatemala;Betancur J;1;2002;1;27;Guatemala;GT;Petén;17.4434462;-90.9344213;San Andres;Carretera a Anzá;328;WGS84;573;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Puya;santosii;;Puya santosii;Species;Cuatrec.;Cardón
UWP:168633;University of Guatemala;Betancur J;1;2003;9;30;Guatemala;GT;Petén;17.4666948;-89.9835948;San Andres;Carretera a Choachi;160;WGS84;644;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;confinis;;Tillandsia confinis;Species;L.B. Sm.;
UWP:168641;University of Guatemala;Sánchez J;1;2007;9;17;Guatemala;GT;Petén;17.5327108;-89.8173641;San Jose;Sitio Tinajas. afluente del río Tapartó;400;WGS84;1908;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Werauhia;sanguinolenta;;Werauhia sanguinolenta;Species;(Cogn. & Marchal) J.R. Grant;
UWP:168642;University of Guatemala;Sánchez J;1;2007;9;17;Guatemala;GT;Petén;17.5678971;-89.8469622;San Jose;Soacha - Santandercito. Parque de Chicaque;400;WGS84;1908;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Werauhia;sanguinolenta;;Werauhia sanguinolenta;Species;(Cogn. & Marchal) J.R. Grant;
UWP:168661;University of Guatemala;Betancur J;1;2003;9;30;Guatemala;GT;Petén;17.4623564;-90.2182218;San Andres;Carretera a Bahía Concha;160;WGS84;644;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Puya;floccosa;;Puya floccosa;Species;(Linden) E. Morren ex Mez;
UWP:168662;University of Guatemala;Betancur J;1;2003;9;30;Guatemala;GT;Petén;17.4639024;-90.2841853;San Andres;Carretera a Barrancabermeja;160;WGS84;644;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Puya;floccosa;;Puya floccosa;Species;(Linden) E. Morren ex Mez;
UWP:168690;University of Guatemala;Betancur J;1;2003;9;30;Guatemala;GT;Petén;17.4306479;-90.1144083;San Andres;Carare Opón. Las Colonias;160;WGS84;644;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;reversa;;Tillandsia reversa;Species;L.B. Sm.;
UWP:168691;University of Guatemala;Betancur J;1;2003;9;30;Guatemala;GT;Petén;17.4434462;-90.9344213;San Andres;Carretera a Anzá;160;WGS84;644;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;reversa;;Tillandsia reversa;Species;L.B. Sm.;
UWP:168719;University of Guatemala;Vargas I;1;2005;3;31;Guatemala;GT;Petén;17.4747725;-90.064963;San Andres;Río Apaporis;230;WGS84;674;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;pearcei;;Guzmania pearcei;Species;(Baker) L.B. Sm.;
UWP:168720;University of Guatemala;Vargas I;1;2012;;;Guatemala;GT;Petén;17.4863769;-90.5676366;San Andres;Río Cahuinarí;230;WGS84;674;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;pearcei;;Guzmania pearcei;Species;(Baker) L.B. Sm.;
UWP:168838;University of Guatemala;Londoño L;1;2015;;;Guatemala;GT;Petén;17.4164849;-89.5979938;Flores;Bahía de Sapzurro;270;WGS84;3150;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;archeri;;Tillandsia archeri;Species;L.B. Sm.;
UWP:168839;University of Guatemala;Londoño L;1;2015;;;Guatemala;GT;Petén;17.4459086;-89.6071467;Flores;Bahía Portete;270;WGS84;3150;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;biflora;;Tillandsia biflora;Species;Ruiz & Pav.;
UWP:169042;University of Guatemala;Betancur J;1;2009;3;31;Guatemala;GT;Petén;17.2255308;-90.9144835;La Libertad;Ciénaga El Llanito;240;WGS84;25332;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;brevicollis;;Aechmea brevicollis;Species;L.B. Sm.;
UWP:169148;University of Guatemala;Betancur J;1;2009;3;20;Guatemala;GT;Petén;17.2498352;-89.3719011;Flores;Arroyo Chiquito;100;WGS84;2256;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Navia;fontoides;;Navia fontoides;Species;L.B. Sm.;
UWP:169149;University of Guatemala;Betancur J;1;2009;3;20;Guatemala;GT;Petén;17.2687234;-89.4401353;Flores;Arroyo Kutamahana. cerca de Uribia;100;WGS84;2256;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Navia;heliophila;;Navia heliophila;Species;L.B. Sm.;
UWP:169151;University of Guatemala;Elsa P;1;2009;3;21;Guatemala;GT;Petén;17.2255308;-90.9144835;La Libertad;Barrio San Judas;100;WGS84;5290;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;adpressiflora;;Tillandsia adpressiflora;Species;Mez;
UWP:169272;University of Guatemala;Betancur J;1;2009;3;19;Guatemala;GT;Petén;"6° 05' 34"" N";"75° 38' 27.99"" W";Flores;Antena cerro Quinini;100;WGS84;2573;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;corymbosa;;Aechmea corymbosa;Species;(Mart. ex Schult. & Schult. f.) Mez;
UWP:169296;University of Guatemala;Betancur J;1;2009;3;20;Guatemala;GT;Petén;17.2742442;-89.6102276;Flores;Arroyo Macondo;100;WGS84;2256;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Vriesea;schultesiana;;Vriesea schultesiana;Species;L.B. Sm.;
UWP:169299;University of Guatemala;Betancur J;1;2009;3;21;Guatemala;GT;Petén;17.6856769;-89.716902;Flores;Barrio El Pozón;100;WGS84;5233;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Vriesea;chrysostachys;;Vriesea chrysostachys;Species;E. Morren;
UWP:169303;University of Guatemala;Betancur J;1;2009;3;27;Guatemala;GT;Petén;17.3435581;-90.5738697;San Andres;Camino río San Juan a San Antonio de Chamí;150;WGS84;1133;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pepinia;rubiginosa;;Pepinia rubiginosa;Species;(Baker) G.S. Varad. & Gilmartin;
UWP:169304;University of Guatemala;Betancur J;1;2009;3;31;Guatemala;GT;Petén;17.1963867;-90.3307486;La Libertad;Ciénaga de Tabacuru;240;WGS84;25332;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Neoregelia;;;Neoregelia;Genus;;
UWP:169305;University of Guatemala;Betancur J;1;2009;3;31;Guatemala;GT;Petén;17.2026134;90.46802374;La Libertad;Ciénaga de Tumaradó;240;WGS84;25332;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;roezlii;;Guzmania roezlii;Species;(E. Morren) Mez;
UWP:169367;University of Guatemala;Betancur J;1;2009;3;21;Guatemala;GT;Petén;17.7200355;-89.3510901;Flores;Barrio El Silencio;100;WGS84;5233;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Brocchinia;paniculata;;Brocchinia paniculata;Species;Schult. f.;
UWP:169665;University of Guatemala;Betancur J;1;2004;9;20;Guatemala;GT;Petén;17.189691;-89.2414457;Melchor de Mencos;Colrosario;171;WGS84;2654;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;complanata;;Tillandsia complanata;Species;Benth.;
UWP:169723;University of Guatemala;Betancur J;1;2004;9;22;Guatemala;GT;Petén;"6° 37' 1.7"" N";"75° 39' 6.8"" W";Flores;A lo largo del río Orinoco;154;WGS84;773;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;maidifolia;;Pitcairnia maidifolia;Species;(C. Morren) Decne. ex Planch.;
UWP:170757;University of Guatemala;Trujillo P;1;2009;11;17;Guatemala;GT;Petén;17.7644319;-90.1554514;San Andres;San Fermín de Briceño;220;WGS84;1723;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;flexuosa;;Tillandsia flexuosa;Species;Sw.;
UWP:170794;University of Guatemala;Vargas I;1;2003;3;6;Guatemala;GT;Petén;17.5327108;-89.8173641;San Jose;Cerca de arroyo Cascabel;281;WGS84;600;Rivas A.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;mitis;;Guzmania mitis;Species;L.B. Sm.;
UWP:170795;University of Guatemala;Vargas I;1;2003;3;8;Guatemala;GT;Petén;17.5207193;-90.4596227;San Andres;Finca Mi Terruño;290;WGS84;750;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Racinaea;subalata;;Racinaea subalata;Species;(André) M.A. Spencer & L.B. Sm.;
UWP:170796;University of Guatemala;Vargas I;1;2003;3;31;Guatemala;GT;Petén;17.4666948;-89.9835948;San Andres;Carretera a Choachi;195;WGS84;945;Rivas A.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;nigra;;Pitcairnia nigra;Species;(Carrière) André;
UWP:171108;University of Guatemala;Galindo R;1;2002;7;1;Guatemala;GT;Petén;17.7125443;-90.3605317;San Andres;Hacienda Egipto;180;WGS84;597;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;trianae;;Pitcairnia trianae;Species;André;
UWP:171109;University of Guatemala;Galindo R;1;2002;7;1;Guatemala;GT;Petén;17.7172852;-90.3207015;San Andres;Hacienda El Cairo;180;WGS84;597;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;trianae;;Pitcairnia trianae;Species;André;
UWP:171409;University of Guatemala;Vargas I;1;2010;3;28;Guatemala;GT;Petén;17.657357;-90.8333603;San Andres;Genoy. finca Puiyitopamba;191;WGS84;1219;Díaz O.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;sprucei;;Guzmania sprucei;Species;(André) L.B. Sm.;
UWP:171410;University of Guatemala;Vargas I;1;2010;3;28;Guatemala;GT;Petén;17.7216042;-90.062868;San Andres;Hacienda El Guásimo;191;WGS84;1219;Díaz O.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;sprucei;;Guzmania sprucei;Species;(André) L.B. Sm.;
UWP:171576;University of Guatemala;Vargas I;1;2010;3;17;Guatemala;GT;Petén;17.2093543;-89.1636811;Melchor de Mencos;Complejo cenagoso de Lorica. ciénaga de Massí;144;WGS84;978;Díaz O.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;monostachia;;Guzmania monostachia;Species;(L.) Rusby ex Mez;
UWP:171579;University of Guatemala;Vargas I;1;2010;3;24;Guatemala;GT;Petén;17.6856769;-89.716902;Flores;Páramo de Quilinsayaco;195;WGS84;1895;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;;;Tillandsia spp.;Genus;;
UWP:171581;University of Guatemala;Vargas I;1;2010;3;27;Guatemala;GT;Petén;17.7717835;-90.453778;San Andres;Hacienda Quintero;189;WGS84;1838;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;fosteriana;;Guzmania fosteriana;Species;L.B. Sm.;
UWP:171582;University of Guatemala;Vargas I;1;2010;3;27;Guatemala;GT;Petén;17.6714453;-90.3115491;San Andres;Granja Don Benito;191;WGS84;1219;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Vriesea;incurva;;Vriesea incurva;Species;(Griseb.) Read;
UWP:171583;University of Guatemala;Vargas I;1;2010;3;27;Guatemala;GT;Petén;17.6750089;-90.6609383;San Andres;Granja Montelindo;191;WGS84;1219;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;meridensis;;Pitcairnia meridensis;Species;Klotzsch ex Mez;
UWP:171584;University of Guatemala;Vargas I;1;2010;3;28;Guatemala;GT;Petén;17.6971609;-90.6989102;San Andres;Hacienda Berlín;191;WGS84;1219;Díaz O.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Racinaea;tenuispica;;Racinaea tenuispica;Species;(André) M.A. Spencer & L.B. Sm.;
UWP:171586;University of Guatemala;Vargas I;1;2010;3;28;Guatemala;GT;Petén;17.7071268;-90.6904464;San Andres;Hacienda Costa Rica;191;WGS84;1219;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Racinaea;schumanniana;;Racinaea schumanniana;Species;(Wittm.) J.R. Grant;
UWP:171587;University of Guatemala;Vargas I;1;2010;3;28;Guatemala;GT;Petén;17.7125443;-90.3605317;San Andres;Hacienda Egipto;191;WGS84;1219;Díaz O.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Racinaea;crispa;;Racinaea crispa;Species;(Baker) M.A. Spencer & L.B. Sm.;
UWP:171588;University of Guatemala;Vargas I;1;2010;3;27;Guatemala;GT;Petén;17.7172852;-90.3207015;San Andres;Hacienda El Cairo;191;WGS84;1219;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;complanata;;Tillandsia complanata;Species;Benth.;
UWP:171589;University of Guatemala;Vargas I;1;2010;3;28;Guatemala;GT;Petén;17.7327602;-90.0826677;San Andres;Hacienda El Infierno. río Porce;191;WGS84;1219;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;confinis;;Tillandsia confinis;Species;L.B. Sm.;
UWP:171934;University of Guatemala;Vargas I;1;2009;6;30;Guatemala;GT;Petén;17.6719406;-89.2924027;Melchor de Mencos;Playa de Turbo;514;WGS84;1784;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;lingulata;;Guzmania lingulata;Species;(L.) Mez;
UWP:171950;University of Guatemala;Vargas I;1;2009;6;30;Guatemala;GT;Petén;17.6748171;-89.3306971;Melchor de Mencos;Playa Mecana;514;WGS84;1784;David H.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Vriesea;heliconioides;;Vriesea heliconioides;Species;(Kunth) Hook. ex Walp.;
UWP:172021;University of Guatemala;Vargas I;1;2009;2;8;Guatemala;GT;Petén;17.5483523;-90.2859345;San Andres;Finca San Agustín;186;WGS84;704;López N.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Racinaea;crispa;;Racinaea crispa;Species;(Baker) M.A. Spencer & L.B. Sm.;Cardo. corrugado
